39.5600209675, -64.8526430251, 0.0000000000
39.5600209675, -64.8526430251, 0.0000000000
38.8399755862, -65.0201374435, 0.0000000000
38.8399755862, -65.0201374435, 0.0000000000
38.3731947097, -65.1220861311, 0.0000000000
38.3731947097, -65.1220861311, 0.0000000000
37.8865209517, -65.2230736565, 0.0000000000
37.8865209517, -65.2230736565, 0.0000000000
37.3795379248, -65.3227223695, 0.0000000000
37.3795379248, -65.3227223695, 0.0000000000
35.1259182615, -65.7018030359, 0.0000000000
35.1259182615, -65.7018030359, 0.0000000000
34.9855903645, -65.7221521433, 0.0000000000
34.9855903645, -65.7221521433, 0.0000000000
34.3668617337, -65.8075661936, 0.0000000000
34.3668617337, -65.8075661936, 0.0000000000
33.7263988431, -65.8887516900, 0.0000000000
33.7263988431, -65.8887516900, 0.0000000000
33.0642277710, -65.9651910756, 0.0000000000
33.0642277710, -65.9651910756, 0.0000000000
31.6696965502, -66.1022442108, 0.0000000000
31.6696965502, -66.1022442108, 0.0000000000
30.9432987307, -66.1612988216, 0.0000000000
30.9432987307, -66.1612988216, 0.0000000000
30.5729750821, -66.1882698200, 0.0000000000
30.5729750821, -66.1882698200, 0.0000000000
30.1975464118, -66.2134968852, 0.0000000000
30.1975464118, -66.2134968852, 0.0000000000
29.4303633868, -66.2585685507, 0.0000000000
29.4303633868, -66.2585685507, 0.0000000000
27.8331135244, -66.3256086954, 0.0000000000
27.8331135244, -66.3256086954, 0.0000000000
27.4241117298, -66.3371989321, 0.0000000000
27.4241117298, -66.3371989321, 0.0000000000
27.5275083013, -66.3344770826, 0.0000000000
27.5275083013, -66.3344770826, 0.0000000000
27.0158324526, -66.3465891170, 0.0000000000
27.0158324526, -66.3465891170, 0.0000000000
27.1162380918, -66.3444793049, 0.0000000000
27.1162380918, -66.3444793049, 0.0000000000
25.7611090137, -66.3623031942, 0.0000000000
25.7611090137, -66.3623031942, 0.0000000000
24.9811365156, -66.3625241616, 0.0000000000
24.9811365156, -66.3625241616, 0.0000000000
24.1046460408, -66.3545502545, 0.0000000000
24.1046460408, -66.3545502545, 0.0000000000
23.6619121945, -66.3473712934, 0.0000000000
23.6619121945, -66.3473712934, 0.0000000000
21.9134500354, -66.2999574310, 0.0000000000
21.9134500354, -66.2999574310, 0.0000000000
20.9982083846, -66.2641293082, 0.0000000000
20.9982083846, -66.2641293082, 0.0000000000
20.1156326414, -66.2233205536, 0.0000000000
20.1156326414, -66.2233205536, 0.0000000000
19.6519474196, -66.1996659071, 0.0000000000
19.6519474196, -66.1996659071, 0.0000000000
19.2193730990, -66.1763515069, 0.0000000000
19.2193730990, -66.1763515069, 0.0000000000
18.3089203971, -66.1237862183, 0.0000000000
18.3089203971, -66.1237862183, 0.0000000000
14.9992807741, -65.9072515793, 0.0000000000
14.9992807741, -65.9072515793, 0.0000000000
13.1020744406, -65.7806262058, 0.0000000000
13.1020744406, -65.7806262058, 0.0000000000
11.6720279286, -65.6933522808, 0.0000000000
11.6720279286, -65.6933522808, 0.0000000000
10.7052034142, -65.6416680789, 0.0000000000
10.7052034142, -65.6416680789, 0.0000000000
9.3428595634, -65.5831448079, 0.0000000000
9.3428595634, -65.5831448079, 0.0000000000
8.4456370625, -65.5561725737, 0.0000000000
8.4456370625, -65.5561725737, 0.0000000000
4.4699628296, -65.5920371176, 0.0000000000
4.4699628296, -65.5920371176, 0.0000000000
4.0517363524, -65.6139448503, 0.0000000000
4.0517363524, -65.6139448503, 0.0000000000
2.7051661491, -65.7120691859, 0.0000000000
2.7051661491, -65.7120691859, 0.0000000000
2.5893391740, -65.7225537979, 0.0000000000
2.5893391740, -65.7225537979, 0.0000000000
1.2697066519, -65.8659443368, 0.0000000000
1.2697066519, -65.8659443368, 0.0000000000
-2.0959208267, -66.4399437534, 0.0000000000
-2.0959208267, -66.4399437534, 0.0000000000
-3.1085663193, -66.6722145588, 0.0000000000
-3.1085663193, -66.6722145588, 0.0000000000
-4.1070976662, -66.9277870217, 0.0000000000
-4.1070976662, -66.9277870217, 0.0000000000
-4.5989956379, -67.0632046152, 0.0000000000
-4.5989956379, -67.0632046152, 0.0000000000
-5.5713395115, -67.3489841661, 0.0000000000
-5.5713395115, -67.3489841661, 0.0000000000
-9.4383016814, -68.7134110428, 0.0000000000
-9.4383016814, -68.7134110428, 0.0000000000
-10.0269686907, -68.9524105597, 0.0000000000
-10.0269686907, -68.9524105597, 0.0000000000
-11.2193746819, -69.4629408166, 0.0000000000
-11.2193746819, -69.4629408166, 0.0000000000
-12.4841466388, -70.0466883362, 0.0000000000
-12.4841466388, -70.0466883362, 0.0000000000
-12.9606963011, -70.2795348402, 0.0000000000
-12.9606963011, -70.2795348402, 0.0000000000
-13.9073652078, -70.7673650448, 0.0000000000
-13.9073652078, -70.7673650448, 0.0000000000
-15.9783239776, -72.0143558973, 0.0000000000
-15.9783239776, -72.0143558973, 0.0000000000
